,NAME,income 75K-end,S0601_C01_046E.1,income 50-65K,Health Support,Architectural engineering,Community and Social,Life/Social/Physical science,income 10-15K,Production Occupation,income 15-25K,Fire Fighting,income 65-75K,Construcation & Extraction,income 35-50K,educational attainment,income 25-35K,Transportation,income 0-10K,Computer engineer/science,Sales,Health Technical,Personal care and service,median income,Management income,Health Diagnosing,Busineess Finance Operations,Computer and Math,Office Administrative,"Installation, maintenance, repair",Education,Material Moving,"Arts,sports,design",Building/Grounds Maintenance,"Farming, fishing, forestry",Law Enforcement,Legal,Food Service,state,county,Unnamed: 40
332,"Grand Traverse County, Michigan",9.8,9.8,8.5,20761,100050,31518,20156,10.6,34803,18.9,7264,3.7,30030,12.6,19.4,14,16099,14.1,51424,32109,32402,22595,31201,46633,61097,44772,45711,25741,41574,28947,28831,46061,16918,-666666666,96379,130640,12249,26,55,
333,"Ingham County, Michigan",8.7,8.7,8.5,24450,69821,47293,41533,8.5,30055,13.7,11934,3.5,38825,12.4,21,9.2,24789,23.4,58605,20056,30667,11205,29393,52136,60022,46927,62398,24715,32098,23331,26488,31493,19600,20551,54683,62371,9229,26,65,
334,"Isabella County, Michigan",6.9,6.9,6.8,19561,19758,29890,60742,10.9,31682,14.1,21103,2.4,35511,9.5,14.4,7.8,28154,29.5,17863,12838,40319,12321,20144,50825,60618,50759,15423,12992,23135,33303,16561,9394,13104,8932,52455,44388,7375,26,73,
335,"Jackson County, Michigan",8.2,8.2,8.5,17971,77391,32039,73521,9.2,37171,15.4,62681,3.6,35957,11.5,14.6,11.4,24962,19.8,63435,32734,35503,14144,33973,69450,66740,41989,53102,31032,46035,47973,30625,36676,16954,28508,60650,76031,10533,26,75,
336,"Kalamazoo County, Michigan",10.7,10.7,8.5,21978,77250,37312,63241,9.5,35058,14,22435,3,40189,12.5,22.4,12.3,32234,19.2,63044,16567,37228,10735,31240,58726,61944,55441,52539,22861,40332,31202,26363,28704,16742,27432,63720,61846,10889,26,77,
337,"Kent County, Michigan",9.8,9.8,9,25277,68493,40133,50860,9.6,30014,15.4,22219,3.5,31752,12.9,23.3,12.2,27473,17.2,61413,25426,32095,15570,31328,63716,57835,50112,60865,27267,43070,37649,20289,34531,13212,11788,54518,60846,11036,26,81,
338,"Lapeer County, Michigan",9,9,8.3,18838,85573,50517,-666666666,8.9,35464,14,51773,3.6,35275,13.2,12.6,12.5,18725,16.7,66543,27290,35943,10171,31908,70070,60161,44898,52803,26379,41190,41047,20452,75048,19141,21543,70694,-666666666,11769,26,87,
339,"Lenawee County, Michigan",6.4,6.4,7.2,15723,81170,31923,49167,8.5,32169,16.4,55397,2.4,35875,13.4,10.3,14.1,30579,19.2,60813,21158,30824,14243,30102,51648,55263,47301,60813,26447,40384,37072,24435,8513,14044,30131,53693,54792,8737,26,91,
340,"Livingston County, Michigan",17.7,17.7,9.4,21510,81080,39405,96905,8.7,43509,12.3,30631,4.8,46014,13.4,19.2,9.6,45918,13.8,80204,41113,40226,14495,42110,75950,62372,70757,75527,28361,54432,40892,26182,35794,22699,9375,71781,43256,11070,26,93,
341,"Macomb County, Michigan",11.8,11.8,8.7,21791,82055,41405,65417,8.5,39079,14.7,27061,3.7,38496,12.3,14.6,12.3,30173,16.2,73468,24450,30089,15395,34851,66611,60897,55604,57976,29682,42231,42135,25867,46424,16220,25069,70073,50963,12656,26,99,
342,"Marquette County, Michigan",7.6,7.6,7.9,14632,54393,41250,67000,10.6,32191,14.9,9402,2.5,31832,12.5,20.6,11.5,35839,21.1,54429,14076,31759,15024,25934,67148,56914,50439,51932,21938,50071,35879,11761,28843,16121,9087,76848,99122,12172,26,103,
343,"Midland County, Michigan",13.6,13.6,8.5,20503,108295,35252,91010,10.1,45490,13.3,9191,3.9,41621,12.6,19.4,10.6,21449,16.5,82394,25095,31146,14392,36800,62136,50461,61981,61250,24439,32500,39347,31992,28528,12268,2499,71316,51406,10756,26,111,
344,"Monroe County, Michigan",10.4,10.4,9.3,19187,82645,28955,51116,9.2,45427,13.3,15025,3.4,42585,13.9,10.5,12.1,39937,16,73152,16040,29375,15842,35688,61173,54795,61206,89024,31478,50394,32843,35627,32604,27706,18453,55074,53973,8983,26,115,
345,"Muskegon County, Michigan",5,5,8.7,25780,66936,43488,82043,10.9,31407,16.8,26584,3.7,34309,12.3,13.9,11,25714,17.4,68250,16816,45580,15810,30235,47462,52327,46929,68892,28920,40311,36919,37930,44688,13131,42344,65464,87411,11604,26,121,
346,"Oakland County, Michigan",19.1,19.1,9.3,21115,88417,50552,55218,7.5,36220,12,23068,4.6,37251,11.5,24.5,9.9,31002,14.7,80634,33674,36536,14466,42478,85989,65359,62215,72128,30485,45467,42602,16818,41331,18912,17254,51200,85764,11132,26,125,
347,"Ottawa County, Michigan",10.2,10.2,8.6,21368,64518,37094,50841,9,31890,14.9,50241,3.4,35641,13.6,20.4,11.9,35130,18.4,65675,24042,28366,11847,31916,61153,56419,51566,70734,30070,46124,35796,17019,22107,16436,25232,55859,60384,6600,26,139,
348,"Saginaw County, Michigan",7.9,7.9,6.4,17273,64488,32457,42005,10.8,31344,16.3,22216,3.1,32169,10.6,12.6,12.6,21781,20.5,62049,21591,31484,12096,27447,54583,70280,54778,57128,23793,42614,21307,26155,22050,12736,31515,56250,69018,10529,26,145,
349,"St. Clair County, Michigan",10.2,10.2,6.8,16573,70255,32026,101230,11.9,38073,15.1,61366,3.5,37102,12.8,11.2,11.9,40438,17.1,67083,20766,36213,10822,31230,62519,51942,46826,59298,27589,55098,32489,24321,22441,23180,30536,65058,59917,7442,26,147,
350,"Shiawassee County, Michigan",6.9,6.9,8.8,20074,67844,30915,51631,10.2,31550,16.2,26185,3.3,35768,15.1,11.2,14.1,45459,14.7,66461,27203,32206,13663,31278,50619,49792,42031,69675,28489,41163,37071,17338,16231,14111,43409,51972,138500,6961,26,155,
351,"Van Buren County, Michigan",7.4,7.4,7.3,21250,66103,31806,60181,10.5,35859,14.9,63701,3,37500,15.8,14.1,10.7,36041,20,60217,21204,30864,11558,32878,45688,56354,42104,55682,29785,48565,40408,24384,42823,17228,22484,82045,41409,11982,26,159,
352,"Washtenaw County, Michigan",15.8,15.8,9.5,22276,80051,33262,37741,8.2,30393,12.4,45986,3.8,30955,11.2,26.5,11.4,29769,17.7,61485,24685,32002,11747,35299,74462,64285,51851,65499,25751,33251,35123,21389,29659,16984,15269,61321,55605,11693,26,161,
353,"Wayne County, Michigan",8.7,8.7,6.9,21835,80009,39627,49493,9.7,33889,14.1,26262,2.8,32213,10.7,13.5,10.2,30894,20.2,70475,20911,35794,12959,31070,65066,61642,52322,65108,29080,41402,34312,24241,36019,17478,20236,54509,51474,11929,26,163,
354,"Anoka County, Minnesota",14.6,14.6,11.6,29556,66809,45097,46795,6.4,40056,13.4,32397,4.7,50476,16,19.8,11.1,35428,13.6,69440,33724,34972,16778,41301,74427,65405,56852,74662,36187,48670,40262,28996,38956,23805,10362,61625,62955,11314,27,3,
355,"Blue Earth County, Minnesota",7.8,7.8,8.8,18484,42366,33214,71042,10.5,30146,13.9,16844,3.1,35467,13.6,20.4,12.3,30488,24.1,49432,21220,36722,10563,26258,58137,53750,53156,55982,17444,31844,16632,16094,30288,8519,14982,56327,57292,12714,27,13,
356,"Carver County, Minnesota",23,23,10.8,15286,91136,46310,62367,5.6,35785,9.3,41793,4.4,48045,17.1,28.3,8.5,41263,14.6,81976,50702,33571,10273,46922,92117,57112,67188,87054,31181,44827,40221,35071,43064,27177,29522,57772,67416,10059,27,19,
357,"Dakota County, Minnesota",18.3,18.3,11.3,25093,70168,41995,71858,6.9,40156,11.3,40187,5.1,45772,14.7,26.6,11.5,42192,13.1,78221,31378,42678,22399,42751,77358,61496,60396,81337,36128,53872,45272,25771,41762,17541,7978,85444,61875,13301,27,37,
358,"Hennepin County, Minnesota",18.6,18.6,10.2,26299,72207,38920,52281,7,30636,12.5,26645,4.6,40352,13.9,32.1,10.8,31671,14.6,71012,36031,35810,19124,41348,76591,70002,60690,72389,32727,41999,39021,21570,41794,19342,14721,60026,76869,17300,27,53,
359,"Olmsted County, Minnesota",15.7,15.7,12.2,27484,91888,34815,47759,7,35100,11.7,47591,4.7,46811,14,22,12.8,29519,13.3,82672,19343,41971,20815,41240,61551,67169,52788,86281,36621,42049,37137,11515,35246,15915,19797,76545,55306,13958,27,109,
360,"Ramsey County, Minnesota",13,13,9.4,20759,71955,37438,51561,7.4,31782,13.9,14368,3.7,30951,14.1,25.5,12.3,32514,17.4,70831,24950,38038,16639,35133,66832,65050,55404,77017,31236,40801,32363,17675,35008,16878,16083,61295,68194,14940,27,123,
361,"Rice County, Minnesota",8.3,8.3,10.1,26920,45075,36637,6304,7.5,32348,15.3,-666666666,3,38688,16.8,19.5,11.1,40342,21.2,42079,23877,41935,18669,31667,63243,58158,42486,44425,24015,45168,21952,20227,12411,21563,16350,63914,66250,7959,27,131,
362,"St. Louis County, Minnesota",8.9,8.9,8.4,21166,54293,34865,45026,9.8,35858,16.5,9631,3.7,49213,14,17.5,12,29713,19.1,51144,20612,28401,16112,30960,56310,55213,49514,52876,27334,57370,40334,25222,23014,11657,53428,60051,65822,11045,27,137,
363,"Scott County, Minnesota",18.3,18.3,11.4,19235,79635,41370,61631,6.8,39786,9.8,61628,5.4,33229,15.4,26.1,10.5,37019,13.4,80164,47717,33174,20719,44922,75809,63500,60000,86212,37908,58415,37356,23793,41243,22946,25352,62155,46071,10388,27,139,
364,"Sherburne County, Minnesota",14.3,14.3,11,30292,71773,39787,36798,6.7,46070,11.7,-666666666,6,39789,13.3,18.5,11.5,55535,17.3,72108,35014,40262,24984,41050,72032,76316,52065,82188,31361,56442,50343,19519,54945,21273,-666666666,90344,91293,12625,27,141,
365,"Stearns County, Minnesota",7.2,7.2,10.7,17444,59900,42456,87589,8.8,32204,16.4,24057,3.3,40723,14.8,17.4,14.3,33077,17.4,65167,28808,39141,20568,30757,47381,70097,46998,65799,27060,43171,29616,23084,20571,20635,17321,50389,17174,7199,27,145,
366,"Washington County, Minnesota",20.1,20.1,11.5,22398,96694,38601,59552,6.5,40977,10.7,27251,5.5,52386,13,24.3,10,40313,13.7,85443,34618,38475,16703,46056,90104,70041,69178,82224,35435,41919,45383,33521,43360,25922,21379,70903,81615,11381,27,163,
367,"Wright County, Minnesota",14.6,14.6,12.9,27159,72248,55030,70810,7.5,41482,11.1,52798,5.7,50919,14.7,17.5,11.6,50345,15,70434,36890,35816,12633,41648,65271,66732,65463,65531,31681,48500,40021,30576,59236,19950,32216,75728,71875,14198,27,171,
368,"DeSoto County, Mississippi",11.5,11.5,9.4,32553,86989,40768,65514,8,39063,13.3,28085,3.9,46458,13.4,12.8,12,50175,15.5,82338,30153,35405,19423,36898,62477,60990,54203,78490,30149,45596,35642,26910,36981,18565,-666666666,50461,49868,10006,28,33,
369,"Forrest County, Mississippi",4.4,4.4,5.1,23278,17191,29469,22836,10.7,25021,18.6,-666666666,2.5,20273,6.9,15.2,13.2,22441,24.3,22882,21092,23803,8013,24621,36315,43638,50267,24284,24351,40945,31508,21821,44147,9704,-666666666,-666666666,-666666666,11950,28,35,
370,"Harrison County, Mississippi",6.7,6.7,6.7,35146,50910,37319,83989,10.4,40085,15.3,25256,3.1,31397,13.1,14.5,12,36868,17.1,61591,22547,31298,17124,30621,60955,61152,47917,66183,24729,41181,33944,30540,26310,13640,19897,40924,36301,12688,28,47,
371,"Hinds County, Mississippi",6.5,6.5,6.9,20776,62113,35581,36395,10,27353,14.7,21524,2.1,27331,11.1,14.3,11.6,30408,19.5,45986,20606,31442,20356,28964,42457,56132,35719,42021,27732,41129,31563,17619,36204,14893,7126,32193,70752,10767,28,49,
372,"Jackson County, Mississippi",7.2,7.2,7.2,21255,74549,41552,55684,9.9,41680,17.3,47483,2.8,40907,12.3,11.7,11.3,28693,16.4,55828,20301,37206,20884,31478,46502,75180,36412,30545,23775,35580,42253,14726,56540,24635,-666666666,35915,120250,16622,28,59,
373,"Jones County, Mississippi",6.2,6.2,4.3,17564,38214,45501,-666666666,15.1,31182,16.1,-666666666,1.8,42028,10.2,11.1,12.9,28259,15.7,37889,30571,19662,15473,27088,43036,85601,53756,37614,21744,26880,37278,25629,-666666666,18685,45833,-666666666,-666666666,11229,28,67,
374,"Lauderdale County, Mississippi",5.2,5.2,5.9,15558,36525,25841,-666666666,10.4,17268,16,26504,2.1,28435,10.8,7.3,13.6,47230,19.9,35715,26310,35945,6070,27201,45825,50136,35792,30862,24117,47191,22363,12270,21603,11829,-666666666,-666666666,-666666666,12291,28,75,
